Plateforme,Avis,Notes sur 5
deel.com,"great support MuhamedI left my job and had issues accessing my deel account. I even forgot my work email as well. The prompt help from this rep made my day!Date of experience: August 31, 2022",5
deel.com,"Maria was very helpfulMaria was very helpful. I was provided support both very quickly and efficiently.Date of experience: August 31, 2022",5
deel.com,"Excellent platformExcellent platform, great customer care. Very reliable and you definitely get value for moneyDate of experience: August 31, 2022",5
deel.com,"Deel has given me a life full of hopeDeel has given me a life full of hope, specially on my families medical bills, they gave me every help that they can so i can extend a life of a family member, hope you help more and may your business grow more and successfulDate of experience: August 31, 2022",5
deel.com,"Excellent customer serviceExcellent customer service. They assist in every step of the way until problems are solved. Thank you guys!Date of experience: August 31, 2022",5
deel.com,"Great experienceDate of experience: August 30, 2022",5
deel.com,"The support was really polite and…The support was really polite and answered my questionsDate of experience: August 30, 2022",5
deel.com,"Excellent team and AppExcellent team, great feedback and effective solution ( temporals and permanents ones)Date of experience: August 30, 2022",5
deel.com,"Very helpful support teamHannibal answered all the questions I have asked and explained the answers in detail. Good job and thank you!Date of experience: August 30, 2022",5
deel.com,"Amazing serviceAmazing and timely serviceDate of experience: August 30, 2022",5
deel.com,"All went perfetctAll went perfetct ! Support also is perfetct and they help me ! Thank you very much once again !Date of experience: August 30, 2022",5
deel.com,"I am very pleased with the support…I am very pleased with the support offered by the deel team. Very kind, informative and prepared to solve the issues.Date of experience: August 30, 2022",5
deel.com,"The representative was great.Date of experience: August 30, 2022",5
deel.com,"Best international payment platformDeel is the absolute best platform to pay international employees! I have tried dozens at this point, and nothing compares to Deel's ease of use, customer support, and overall experience. Highly recommend.Date of experience: August 29, 2022",5
deel.com,"Quick and effective support teamQuick answers, and the team was able to address all of my concerns.Date of experience: August 29, 2022",5
deel.com,"Product design & Development engineer…Product design & Development engineer Machanical 16 years s experience, Demotic applicencesDate of experience: August 27, 2022",5
deel.com,"bruh they helped within sec of me…bruh they helped within sec of me clicking support chat, i was stuck on what to fill in and they told was mine like i was cionfused on contractor detail and thingsDate of experience: August 27, 2022",5
deel.com,"Great serviceVery quick transferring moneyDate of experience: August 27, 2022",5
deel.com,"Great supportI didn't know what my pin wasDate of experience: August 26, 2022",5
deel.com,"great company and the best team,thank…great company and the best team,thank you DeelDate of experience: August 26, 2022",5
deel.com,"SatisficedReally helpfullDate of experience: August 26, 2022",5
deel.com,"Very expensive for what they do.Very expensive for what they do.I think very bureaucratic to get the things done.Date of experience: August 26, 2022",1
deel.com,"Deel has been extremely helpful from…Deel has been extremely helpful from begin to end in my onboarding process ! Highly recommendedDate of experience: August 26, 2022",5
deel.com,"They improving a lotThey improving a lot. I like the speed and feedback from their operators.Date of experience: August 26, 2022",5
deel.com,"Patricia is very helpful and…Patricia is very helpful and informative when it comes to the enquiry. I can say that Patricia is truly reliable and efficient. Keep it up! :)Date of experience: August 26, 2022",5
deel.com,"excellent customer service!Date of experience: August 25, 2022",5
deel.com,"Anibal was very very helpful and…Anibal was very very helpful and patient in helping with onboarding. Thanks a bunch!Date of experience: August 25, 2022",5
deel.com,"Deel has the best service deliveryBest Customer support for a financial service. Response Time is on point, and the way they switch between specialization is seamless, i.e, if the person I'm speaking with is not an expert in a certain subject, the referred individual exceeds expectations.Date of experience: August 24, 2022",5
deel.com,"Problem Solved!Date of experience: August 24, 2022",5
deel.com,"My experience with deel is goodMy experience with deel is good, I don't use it much, I only withdraw with coinbase or wise. At this time withdrawal to usdt with coinbase is not available for about a month. this situation caused me to lose a few dollars with the btc spread. hopefully it will be solved soonDate of experience: August 24, 2022",3
deel.com,"Super helpful and extremely nice!Date of experience: August 24, 2022",5
deel.com,"Excellent customer supportDate of experience: August 24, 2022",5
deel.com,"Worst service provider on the marketI've been trying to find answers for almost 2 months. I'm getting controversial answers from different people if I get any. 1. Response time is slow = 2-3 days after my email2. Response is not informative, not solving any problems = ""I'll raise this topic and get back to you"". (This takes them 2-3 days.)3. Work ethic is bad = they will never get back to you unless you ping them again. 4. Authority, competency is a non-existing thing: it's at least the 20th person I'm in contact with and passing me to someone else, if... Then the whole circle repeats itself. Respond is familiar: ""I'll raise this topic again and get back to you"". You find yourself in the loop again. It's menthal. Especially because it is about my pre-paid expenses which were not reimbursed properly. I still don't know why. It's not only me. My colleague is having the same issues, our client (the company I'm working for) is having hard times too. I'm truly amazed how a service provider can live, act and survive in such a competitive market in 2022 with this level of incompetence. Also after 2 months of struggling with several issues (8-9 colleagues and myself) I highly doubt that positive reviews are true and not fake. Think twice before vote for Deel as your next employer. It's a scam.Date of experience: August 24, 2022",1
deel.com,"Philip is awesome!I asked if my fund is on its way and Philip answered me nicely. I think its really helpful!Date of experience: August 24, 2022",5
deel.com,"excellent serviceDate of experience: August 24, 2022",5
deel.com,"🍀 ~ Great & ProfessionalDeel has a great UI and UX. The Usability from the entire platform is awesome and really clean. I was a remote worker from Germany and my company paid me from California: Even that space between me and my company there were no issues in paying me in Europe.At the end I wrote via chat with a supporter to delete my account and 3 minutes later everything was solved and event that the supporter was very, very kind and helped me instantly and very professional.Thanks Deel for such a great platform!~ TexDate of experience: August 24, 2022",5
deel.com,"Nice and easyThe platform works very well and smooth. It was very easy to learn how it works for a everyday use.Date of experience: August 23, 2022",5
deel.com,"Very good informationDate of experience: August 23, 2022",5
deel.com,"quick turn around and attention to…quick turn around and attention to detail. Great!Date of experience: August 22, 2022",5
deel.com,"Great Customer ServiceAnytime I had issues, the customer service was quick to respond and address the issues without stress. Great work.Date of experience: August 22, 2022",5
deel.com,"Deel provides local context support.Deel provides local support (Philippines) who understand and resolves issues according to the local context.Date of experience: August 22, 2022",5
deel.com,"very very kindess staffvery very kindess staff. Muhamad.Thank you.Date of experience: August 21, 2022",5
deel.com,"Prompt and trusted service everytime.Date of experience: August 19, 2022",5
deel.com,"Very good serviceDate of experience: August 19, 2022",5
deel.com,"They are great!Date of experience: August 19, 2022",5
deel.com,"Support are always helpful and…Support are always helpful and accommodatingDate of experience: August 19, 2022",5
deel.com,"Wonderful job done by Deel.Date of experience: August 19, 2022",5
deel.com,"Extremely helpfulExtremely helpful! Never disappoint you.Date of experience: August 19, 2022",5
deel.com,"Great Persons and colaborative teamsDate of experience: August 18, 2022",5
deel.com,"Been a user since Jan 2022Been a user since Jan 2022.  I have found them resourceful and timely in all my contacts with them.  Much more efficient than setting up legally in every state where we have staff.Date of experience: August 18, 2022",5
deel.com,"Excellent service from Moses this morningI worked with Moses this morning to make a payment outside of our normal process.  He was patient while showing me how to do this as well as assisting with a detailed paid receipt and answering questions about exchange rates and payment timing options for our contractor.Date of experience: August 18, 2022",5
deel.com,"Excellent support service so farExcellent support service so farI hope you always stay like thisDate of experience: August 18, 2022",5
deel.com,"Somehow helpfulDate of experience: August 18, 2022",4
deel.com,"Quick Response from CSVery helpful and fast to respond to any and all inquiries. The Deel team has been very supportive and their platform is super easy to use.Date of experience: August 17, 2022",5
deel.com,"I haven’t used their services but while…I haven’t used their services but while doing my research I realised that their Lithuania page has wrong information. It says that Lithuania capital is Vilna!!!Which is incorrect. Lithuania capital is Vilnius. Please check your pages.Date of experience: August 17, 2022",3
deel.com,"Good Response time.Date of experience: August 17, 2022",5
deel.com,"Very great customer support experienceVery great customer support experience. The app interface is also great and simple. Really good service for any type of user.Date of experience: August 17, 2022",5
deel.com,"Very useful and user-friendly platformDate of experience: August 17, 2022",5
deel.com,"Complete solutionDeel is very complete. It has helped us with everything we've needed so far regarding our contractors. Making contract amends and other needed changes is mostly easy. When there is a problem, support is there to help with very clear solutions.Date of experience: August 16, 2022",5
deel.com,"100% for Deel!Deel is the payroll group behind a contract that I currently have - They have always provided excellent onboarding, support and help when there is an issue or just a question.  They know their business and so far I've only had to speak to a single person on any chat for help, which means that I am not constantly repeating myself.  100% for Deel!Date of experience: August 16, 2022",5
deel.com,"Horrible experienceI can not believe this horrible company, they are not professional at all! They remove a transaction from my ledger history and could not fix the situation with customer care, they literally stole my money!Date of experience: August 16, 2022",1
deel.com,"Support chatAfter a few automating screening questions an actual person joined the support chat and was quickly able to investigate why my invoice payment was late and what I need to do to get paid.Date of experience: August 16, 2022",4
deel.com,"Great customer serviceDate of experience: August 16, 2022",5
deel.com,"Great customer serviceDate of experience: August 15, 2022",5
deel.com,"Deel is the best according to their fast services and supportDeel is the best according to their very fast services and their active support. I have really enjoyed working with Deel in the few days I've spent with them. You should try it once. It's amazing. They are awesome!Date of experience: August 15, 2022",5
deel.com,"I love the attention given to detail…I love the attention given to detail and promptness to respond.Date of experience: August 15, 2022",5
deel.com,"Amazing customer service support…Amazing customer service support overall. They didn't keep me waiting all day and also understood and got my issues resolved within the blink of an eye.Date of experience: August 14, 2022",5
deel.com,"I loved itI loved it! I had all my questions answered.Date of experience: August 13, 2022",5
deel.com,"GreatGreat. Replied on time and effective.Date of experience: August 13, 2022",5
deel.com,"Maria was excellentMaria was excellent. She answered all my questions and was able to address the issue immediately without taking much time to do. Love it.Date of experience: August 13, 2022",5
deel.com,"Best customer supportmy agent Romeo listened carefully for my concerns and solved the issue very fast, i'm so happy with his service and the company in general.Date of experience: August 12, 2022",5
deel.com,"I always receive my money without delayDate of experience: August 12, 2022",5
deel.com,"I couldn't find expense submit…I couldn't find expense submit component in deel dashboard, customer support helped me on this. It would be better to have separate Expenses tab on contract page.Date of experience: August 12, 2022",5
deel.com,"Deel is too good and would be perfect…Deel is too good and would be perfect if it scraps Coinbase as crypto processor. We pay 1.5% on coinbase withdrawals which is huge,  get a far less amount once it hits the balance. Too many awkward delays. You may check out Coinbase reviews and know what am referring too. There are better exchanges options out there (Binance/FTX).Date of experience: August 12, 2022",4
deel.com,"maria was very helpful and kindDate of experience: August 12, 2022",5
deel.com,"Deel has everything you need for international employmentDeel has everything you need for international employment with easily accessible information on any platform, with excellent support either in person or automated. Great service so far.Date of experience: August 12, 2022",5
deel.com,"Excellent servicesDate of experience: August 10, 2022",5
deel.com,"This is a very good payment platformThis is a very good payment platform. I use it everywhere and when I have a doubt I go to the support team and they are really fast and trained.Date of experience: August 09, 2022",5
deel.com,"Very easy to useVery easy to use, quick customer support and good amount of ways to withdraw the money.Date of experience: August 09, 2022",5
deel.com,"Good service and supportGood service and support. Just started using! Registration and the first steps were easy.Date of experience: August 09, 2022",4
deel.com,"Deel: Very quick response!The Customer Support of Deel is very very helpful. I cannot state enough how grateful I am not only for the quick response but also for the quick resolution of my concern. Kudos to the team!Date of experience: August 09, 2022",5
deel.com,"Solid payment solution and good supportHad a positive experience with the customer service. As for the payments, they're straightforward and feature numerous payment methods. I can recommendDate of experience: August 09, 2022",5
deel.com,"CX is awesomeCX is awesome, they review and take care of each request gracefully and quicklyDate of experience: August 08, 2022",5
deel.com,"Very. KindKindly friendly polaiteDate of experience: August 07, 2022",5
deel.com,"Quick answerQuick answer, professionalismDate of experience: August 06, 2022",5
deel.com,"As a new remote workerAs a new remote worker, I'm glad I work for a company that utilizes a platform as solid as deel. Still waiting on a valid way to get my money sent safely to Nigeria (that's shade to deel…we are waiting on the deel card, as that's one of the best ways to get access to set up a wise account then get our funds) Overall, the experience with deel has been topnotch, from the UX to the customer service and delivery (got a reversal and that made me happy) it's been lovely. 5 stars.Date of experience: August 06, 2022",5
deel.com,"Great!I have been using Deel for several years as a founder and contractor on various projects. I like the service very much. Thank you!Date of experience: August 06, 2022",5
deel.com,"yes let me live this formDate of experience: August 06, 2022",5
deel.com,"good customer serviceDate of experience: August 05, 2022",5
deel.com,"Deel Customer Support representative is…Deel Customer Support representative is very amazing and approachable. Salute to Mr. Rick Escosio.Date of experience: August 05, 2022",5
deel.com,"Fantastic product and wonderful supportDeel is not only a fantastic product but their customer support is wonderful. They are fast to respond and they are always able to answer my questions quickly and efficiently.Date of experience: August 05, 2022",5
deel.com,"good support teamDate of experience: August 05, 2022",5
deel.com,"fast and helpful the advisors always…fast and helpful the advisors always know how to handle customersDate of experience: August 05, 2022",5
deel.com,"The deel team is super awesome and their support is really really goodThe deel team is super awesome. I made a few mistakes with my withdrawals. They saved me buy fixing my withdrawal mistake.Date of experience: August 04, 2022",5
deel.com,"Great customer serviceAndrea was very helpful and delivered impeccable customer service.Date of experience: August 04, 2022",5
deel.com,"Excellent customer service and great…Excellent customer service and great platform! It is always a pleasure to use Deel.Date of experience: August 04, 2022",5
deel.com,"Quick support from the Deel teamQuick support from the Deel team! Also, Noor has been very friendly and tried to accomodate our request very professionally.Date of experience: August 04, 2022",5
deel.com,"Good support.Date of experience: August 03, 2022",5
deel.com,"A complete platform to control your…A complete platform to control your funds, very easy to use.Date of experience: August 03, 2022",5
deel.com,"They have their own non-favorable…They have their own non-favorable exchange rate. And many hidden costs.Date of experience: August 02, 2022",1
deel.com,"Deel's customer support has been too…Deel's customer support has been too much helpfulDate of experience: August 02, 2022",5
deel.com,"Best payment platform!Date of experience: August 02, 2022",5
deel.com,"Best service out thereHad lovely experience with this service and support team. Highly recommend it!Date of experience: August 02, 2022",5
deel.com,"The best payment platform for contractorsDeel has been a great platform for remote contractors. Deal's 24/7 customer support being very supportive and friendly. I was able to get any information without any delays. Totally recommended for employers as well as for contractors.Date of experience: August 02, 2022",5
deel.com,"Involvement and willingness to help!Date of experience: August 02, 2022",5
deel.com,"They are the bestThe best experience ever, customer support always is there for the issues that people could have with the service.Date of experience: August 02, 2022",5
deel.com,"Great servicesOur company is new to Deel and this month is the first month that we need to actually make payments to contractor invoices. We have some invoicing & payment questions and hence we reached out to Deel real-time support. Mohid from the support team is amazing, he is able to solve my problems in a few minutes, providing clear explanation and with screenshots to help me navigate the portal. 5-star rating for the support services!Date of experience: August 01, 2022",5
deel.com,"Great DeelGreat Support and transparent payment system.Date of experience: August 01, 2022",5
deel.com,"Most polite and kindMost polite and kind. Prompt response to what was asked. Always willing to help further.Date of experience: August 01, 2022",5
deel.com,"Deel has been great so far as a payment…Deel has been great so far as a payment platform for me as an independant contractor. Customer service also provided me with the information I was looking for in a timely manner when I was speaking to them through their chat!Really happy with the ease of use in the platform and would recommend!Date of experience: August 01, 2022",5
deel.com,"Helping their users in the most efficient wayI was having an issue and the technical support helped me a lot. They were very nice and efficient.Date of experience: July 31, 2022",5
deel.com,"Customer supportGreat experience, answers are really quick and detailed!Date of experience: July 31, 2022",5
deel.com,"Customer supportCustomer supportI've recently started to use Deel platform and was pleasantly surprised by professionalism of the customer support teamDate of experience: July 30, 2022",5
deel.com,"they are helping you understanding and fixing fiscal problemsdeel support helped me understanding how to satisfy the legal imposition of the Italian lawDate of experience: July 29, 2022",5
deel.com,"Deel customer support is top notchDate of experience: July 29, 2022",5
deel.com,"friendly and helpfulDate of experience: July 29, 2022",5
deel.com,"TrustworthyTrustworthy, been using it for a year nowDate of experience: July 29, 2022",5
deel.com,"Fast and simpleI got the answer I needed in a matter of minutesDate of experience: July 28, 2022",5
deel.com,"Great service and fast feedback!Date of experience: July 28, 2022",5
deel.com,"Ljubica Andjelic is a real DeelI must say loudly: Ljubica Andjelic, from Deel, did so much, for me as a new hire, I simply can't say 'thank you' enough. She is a problem solver, thinking beyond the tasks and needs. Her experience in the Deel (She recognised immediately where was the point in confusion on my side), and the Deel company culture (clients first), moved my engagement to be set on time, with all needed documents. This is the perfect example of how we need to work with our clients. I'm sure this is the reason what put them both, Ljubica and Deal, as well, on the World map of trusty leaders in this business. Thank you Ljubica,Thank you Deel.Date of experience: July 28, 2022",5
deel.com,"Deel is amazing!Date of experience: July 28, 2022",5
deel.com,"Agent was great!Date of experience: July 28, 2022",5
deel.com,"This company is a joke but most of the times I cry.Unfortunately myself and my colleagues (approx 10 ppl) have only utterly bad experience with Deel. I've never met such an unprofessional and unreliable company. Sometimes they make me laugh but most of the time they make me cry. • Unable to calculate salary properly (sometimes transferring less, sometimes way more, then ask me to transfer it back)• Extremely slow contract creation (weeks, month).• My contract has just disappeared from their system (signed 2 months ago).• No respond to emails other then: ""we will look into it and get back to you"". For sure there is no ""get back"".• Address a letter with wrong name (asking for referral –» I guess that's the joke part) and then sending a correction email with the same wrong name.I congratulate Deel to establish a company with these amateur skills and lack of dedication and honestly warn everyone else out there: save yourself and your employees from Deel. It's bad for everyone: remote employee, HR person, company.Date of experience: July 28, 2022",1
deel.com,"Great platformGreat platform, great customer service!Date of experience: July 28, 2022",5
deel.com,"Always use deelAlways use deel. They will have you back when you need themDate of experience: July 28, 2022",5
deel.com,"I was very satisfied with your serviceI was very satisfied with your service, thank you!!!Date of experience: July 28, 2022",5
deel.com,"Customer supportI just started using this platform some few days and I can say one thing about them their support is very very good because they have a lot of information on your accountDate of experience: July 28, 2022",5
deel.com,"Daniel Mercado was greatDate of experience: July 27, 2022",5
deel.com,"Rick Escosio was very helpful in every…Rick Escosio was very helpful in every queries we had.Date of experience: July 27, 2022",5
deel.com,"Great platform....one thing I really…Great platform....one thing I really like is their customer service,just ask any question and you will get a straightforward replyDate of experience: July 27, 2022",5
deel.com,"Deel Agent supports are really…Deel Agent supports are really knowledgeable with what they do, they can resolve your concern right away, they also understand what you are trying to tell them. Really professional and quick to respond. It really shows how they are handled by the company. Kudos to the team and I hope they keep up the great work.Date of experience: July 27, 2022",5
deel.com,"Excellent platform and customer serviceThey have an excellent platform in place. Everything running very smooth and simple so far. Customer service was quick when needed.Date of experience: July 26, 2022",5
deel.com,"such a good exprienceDate of experience: July 26, 2022",5
deel.com,"Very responsive and friendly serviceWhenever I had issues, they would immediately respond, report the status, and resolve it in the shortest time possible. I have experience with other payroll services, and Deel’s customer service is the top class.Date of experience: July 26, 2022",5
deel.com,"Efficient, EffectiveEfficient, very useful and economic option for startups and small companies seeking to use contractors or employees abroad.Date of experience: July 25, 2022",5
deel.com,"This is what human touch is all about.Once I got through the bots, a real support person was so professional, polite, calm, and empathetic. She has done a truly good deeds in solving the problem I had. It really means so much and made the difference!Date of experience: July 24, 2022",5
deel.com,"Fast,secure,cheap and reliable source of money transferThe future money and  business mean to trust. SuperfastDate of experience: July 23, 2022",5
deel.com,"New to Deel but blown away so farNew to Deel but blown away so far.  The system is intuitive and the team is extremely responsive.  Thanks for making me look good Deel!Date of experience: July 22, 2022",5
deel.com,"Great customer careGreat customer care. I like their chatbot. It's loaded with much help and guide.Date of experience: July 22, 2022",5
deel.com,"Deel is just GREATDeel is just GREAT! love how easy to use it is and their customer support team is THE BESTDate of experience: July 22, 2022",5
deel.com,"Sympathetic and Helpful Customer Support5 stars customer support from Daniel, Rick and Abiodun. Deel's customer support has been sympathetic and extremely helpful, making sure to keep me updated on proceedings as well as being patient when responding to innumerous questions. They truly looked into my problem beyond the surface and found a way to solve it. I'm very grateful.Date of experience: July 22, 2022",5
deel.com,"Excellent degree of client serviceExcellent degree of client service. The website is incredibly user-friendly and clean. wonderful payment gateway Deel, however, ought to make Binance a part of the payment system.Date of experience: July 21, 2022",5
deel.com,"User be warned - Not what they promiseI was so excited to hire my first full time US employee as a Canadian company.  I did a lot of research and decided to go with Deel.  I liked what they stood for and their customer service seemed to be great.  Little did I know, that signing up with them there were so many ""oh by the ways"" - we can't do this, we have to charge you a lot of money and just hold it indefinitely, and oh - we won't give you the proper information until it is too late and we need to bill you an extra month of service.  Straw that broke the camels back and I would highly recommend going with another service or being very careful about interacting with these guys for Full Time employees ... is that they want to charge me a fee to offboard, and then ""reimburse me back right away"" - what is the point of that???  Just don't charge me the fee.  Why are you taking thousands of dollars out of my account when your entire process wasn't what you promised in the first place?  Buyer / User be warned for these guys!Date of experience: July 21, 2022",2
deel.com,"Excellent workDate of experience: July 21, 2022",5
deel.com,"Five Star Customer Support Rep MohidI had an issue with my Deel Advance and asked 2-3 representatives regarding my concern. I already had a negative experience at first because the first representatives just replied to me that they will just raise my request. However, Mohid Taqueer was very helpful and assisted me all the way until my concern was resolved. He even provided an update within the timeframe he promised even though i am no longer active in chat. He turned my negative experience into a positive one. Thank u so much Deel and especially to Mohid! Very much appreciated! Customer support is 5 star!Date of experience: July 21, 2022",5
deel.com,"Nice work DeelDate of experience: July 21, 2022",5
deel.com,"best Bank in terms of support serviceDate of experience: July 20, 2022",5
deel.com,"DEEL is pure excellenceDeel is an outstanding payment platform, with fast and accurate customer service and excellent features.I’m surprised and pleased with the decision of my company to pay thru DeelDate of experience: July 20, 2022",5
deel.com,"They were helpfulThey were helpful (Andrea to be specific)Date of experience: July 19, 2022",5
deel.com,"platform is nice and easy to use.platform is nice and easy to use.I only hit one problem with a missing invoice, but I was able to resolve it with their customer support.Date of experience: July 18, 2022",5
deel.com,"Very good experience with the…Very good experience with the application the the customer service, Cheers!Date of experience: July 18, 2022",5
deel.com,"Very responsive!Date of experience: July 18, 2022",5
deel.com,"Awesome Platform!Deel is a great platform for me as a contractor, and have a lot of perks and options rather than the contracts!Date of experience: July 18, 2022",5
deel.com,"If there was a more passionate way to…If there was a more passionate way to say ""I love eeeett!!!! 🚀"" I'd say that. Deel is one of those services that ""just works"" and their support team is always on hand in the rare case that something goes awryDate of experience: July 18, 2022",5
deel.com,"Great experienceMy client had moved onto Deel and this has been nothing but a great experience so far.Date of experience: July 18, 2022",5
deel.com,"Another company that doesn't allow you to delete account easily...While they seem to be ok - it is like jumping through a million hurdles to send money to a foreign entity... you have to send them ridiculous amounts of information proving your company is legit (it borders on ridiculous, my bank - Chase - didn't require that much information). Then, because I couldn't send money out, i wanted to delete my account - but they made me first delete my contract; which would have been fine under most circumstances, but in this one they needed to wait 1 day for the contract to be deleted - they could have just allowed this to happen instantly, but it seems that they want you to NOT delete and they put up yet another road block - Doesn't seem right - just let me leave if I want to leave. Customer service was great, but I don't like the company's policies and probably would never use them in the futuer.Date of experience: July 16, 2022",1
deel.com,"Their customer service is impeccable…They provide excellent customer service, and Deel as a whole made my experience much smoother. I appreciate Mohid helping me out today. Looking forward to the update for the Deel card where I can hold my funds for more than 30 days!Date of experience: July 16, 2022",5
deel.com,"The customer support was just amazing…The customer support was just amazing and friendly, they guide you step by step in a very professional way, Really satisfied and appreciated.Date of experience: July 16, 2022",5
deel.com,"good customer serviceDate of experience: July 15, 2022",5
deel.com,"HelpfulVery helpful!Date of experience: July 15, 2022",5
deel.com,"I've love Deel so farDate of experience: July 14, 2022",5
deel.com,"The gentle attendant solves my problem…The gentle attendant solves my problem fastDate of experience: July 14, 2022",5
deel.com,"Quick support.Date of experience: July 14, 2022",5
deel.com,"Extremely unpleasant experience as a…Extremely unpleasant experience as a potential employee through Deel. I have the harassment test there that is needed to pass 100% correctly, it consists of 21questions. So I always got 1 answer wrong. I tried several times and I don’t want to waste my time on it anymore. Theres no need in such a strict test for platform that is just a mediatorDate of experience: July 13, 2022",1
deel.com,"Great experience using this platform.Date of experience: July 13, 2022",5
deel.com,"AMAZING COOAmazing support from the COO to problem solve a payroll issue which meant I was paid on time. You are the best Dan ! 5* customer service.Date of experience: July 13, 2022",5
deel.com,"Awesome Support and servicesDate of experience: July 13, 2022",5
deel.com,"Excellent CSThe CS was able to answer my query because she understood my concern.Date of experience: July 13, 2022",5
deel.com,"Excellent Support Center!Date of experience: July 11, 2022",5
deel.com,"Deel offered me the best and fast…Deel offered me the best and fast customer response and support! for this, I rate with all the stars as it is difficult to find platforms that offer good customer response when users are stuck.Date of experience: July 11, 2022",5
deel.com,"Deel has excellent customer service and very friendly UXI have used Deel for about 1.5 years so far and I only have positive things to say about the platform. The things that stand out to me are its flawless UX experience and unmatched customer experience. It has a few limitations like the Deel Card balance limit but it wasn't a big problem due to its various withdrawal methods.Date of experience: July 10, 2022",5
deel.com,"Awesome support!Date of experience: July 10, 2022",5
deel.com,"Inconsistent Withdrawal TimeWithdrawing from Deel to my Ewallet usually takes within 15 mins however my most recent withdrawal has been almost 48 hrs and is still not reflecting on my Ewallet. I get in touch with their payment processors which are Dlocal and Xendit and they both confirmes that they have not received any payment from Deel yet. Deel ia holding my money for an unknown reason. I hate this companu.Date of experience: July 10, 2022",5
deel.com,"Very quick response and good problem…Very quick response and good problem solvingDate of experience: July 09, 2022",5
deel.com,"Amazing Customer AssistanceVery quick in resolving queries. Kind Customer assistants.Date of experience: July 08, 2022",5
deel.com,"Fast responseFast response Great and fast responding on issues. Not all can be resolved as expected but at least there is an effort of helping us to get it doneDate of experience: July 08, 2022",4
deel.com,"My issue was taking care of however…My issue was taking care of however customer service could improve their kindness as they speakDate of experience: July 08, 2022",4
deel.com,"definitely pleased with your kind…definitely pleased with your kind serviceDate of experience: July 07, 2022",5
deel.com,"Good overall experience with Deel as an employeeBesides not identifying properly the paychecks through the bank causing it to surcharge me the monthly account management fee, everything else went smooth, always receiving the paychecks ahead of deadline.Date of experience: July 07, 2022",4
deel.com,"good app very professional TeamDate of experience: July 07, 2022",5
deel.com,"Blazing fast customer support sometimes. Pretty happy with them nowUpdate:1-2 hrs after I left the past review, they called me and offered to re-enable SWIFT transfers in GBP for my account, together with a refund for a previous withdrawal too. Took their dev team a couple of hours to do this. Can't believe how fast they all handled this. Happy client here. 10/10 phone customer support (the first time I talked to them through the chat app).(Kudos to Rachel for being professional and for the way she talked me through this! 👋)Old review:TL;DR: with their recent changes, I have to do extra legal paperwork, lose 70$/month and they're not even announcing it properly. No transparency and poor support. Strong downvote from me.I work as a contractor and one of the companies I'm working for pays me via Deel. Used to be really pleased with the platform, but they recently did some unannounced changes to their withdrawal process. I'm paid in GBP and used to withdraw to a GBP account at a local bank. Suddenly they don't allow that anymore and force you to exchange GBP to USD or my local currency with their exchange rate, which is worse than what Revolut offers, for example (I lose ~70$/exchange).Support says they only allow withdrawals in USD 'at the moment', but the UI says 180+ currencies and my local currency shows up as an option too, so nothing clear here. No time horizon given for when this will be back.Date of experience: July 07, 2022",5
deel.com,"Very good and reliable site to take…Very good and reliable site to take care of you funds. But needs a dark theme :DDate of experience: July 06, 2022",5
deel.com,"Excellent experienceVery easy app to use. Support team is always available to help 🤩Date of experience: July 06, 2022",5
deel.com,"MohidMohid, has been a great help with managing a process on your platform for the first time and his timely responses meant all was done in time.Date of experience: July 06, 2022",5
deel.com,"Maria is greatMaria is great. supported me over a few day periodDate of experience: July 06, 2022",5
deel.com,"thanks for supportingDate of experience: July 05, 2022",5
deel.com,"Great service!Date of experience: July 05, 2022",5
deel.com,"deel is fast and effectiveDate of experience: July 05, 2022",5
deel.com,"Quick supportQuick support, I was satisfied with everythingDate of experience: July 04, 2022",5
deel.com,"Super serviceDate of experience: July 04, 2022",5
deel.com,"Support service as in the Tinkoff bank at theirs best timesI working as contractor. Getting payments with Deel is simple and easy. Support service always on touch. Commissions are low. UI clean and simple.Date of experience: July 04, 2022",5
deel.com,"Deel is nice but can offer more…Deel is nice but can offer more features and can be matured. Like feature to create an agencyDate of experience: July 01, 2022",5
deel.com,"Good platformGood platform, very comfortable to deal with!Date of experience: July 01, 2022",5
deel.com,"Service is very GoodDate of experience: July 01, 2022",5
deel.com,"Very slow support response times and…Very slow support response times and not great communication within the company. You'll get passed through several departments and no one seems to know how to help. The chat function is pointless as you are always directed to wait for a response via email.Date of experience: June 30, 2022",2
deel.com,"So far we like itSo far we like it. Just improve on the exchange rateDate of experience: June 29, 2022",5
deel.com,"Great customer service!I was scared of not being able to receive 1:1 support but Elkyn helped me and made me feel less anxious about my withdrawal issue. Thanks!Date of experience: June 29, 2022",5
deel.com,"Great job!Effectiveness is what I received. What else can I ask for?Date of experience: June 29, 2022",5
deel.com,"Great team,ready to help with contracts…Great team,ready to help with contracts ,very fast and efficient thanksDate of experience: June 29, 2022",5
deel.com,"I work as contractorI work as contractor, today I have received my payment through deel, Deel is like a family to me because they really helped me at every step of delivering my money to my bank account. I will give 5 stars to deel for its really awesome services. I will definetly use it for my future transactions.Thank you so much Deel Team.Date of experience: June 29, 2022",5
